firstName,lastName,fullName,avgRating,avgDifficulty,wouldTakeAgainPercent,numRatings,profLegacyId,schoolLongId,schoolName
Arsalan,Hamidi,Arsalan Hamidi,3.5,3.5,-1.0,15,1590668,U2Nob29sLTQ4MQ==,Kennesaw State University
Cassandra,Marks,Cassandra Marks,1.5,3.8,-1.0,4,1592429,U2Nob29sLTQ4MQ==,Kennesaw State University
Leena,Her,Leena Her,3.8,2.8,-1.0,5,1592663,U2Nob29sLTQ4MQ==,Kennesaw State University
James,Stockton,James Stockton,4.5,2.9,75.0,18,1593342,U2Nob29sLTQ4MQ==,Kennesaw State University
Laurie,Howard,Laurie Howard,5.0,2.0,-1.0,2,1598142,U2Nob29sLTQ4MQ==,Kennesaw State University
Patricia,Pierce,Patricia Pierce,3.7,3.2,40.0,7,1598283,U2Nob29sLTQ4MQ==,Kennesaw State University
Rachel,Allison,Rachel Allison,4.0,2.0,-1.0,7,1600863,U2Nob29sLTQ4MQ==,Kennesaw State University
Jason,Lingle-Martin,Jason Lingle-Martin,4.2,3.6,-1.0,24,1601613,U2Nob29sLTQ4MQ==,Kennesaw State University
Rebecca,Makus,Rebecca Makus,3.9,3.0,0.0,5,1601974,U2Nob29sLTQ4MQ==,Kennesaw State University
Peter,St. Pierre,Peter St. Pierre,4.7,2.2,100.0,10,1602314,U2Nob29sLTQ4MQ==,Kennesaw State University
Tameryn,Howlette,Tameryn Howlette,4.5,2.1,-1.0,37,1603551,U2Nob29sLTQ4MQ==,Kennesaw State University
Maryam,Quadri,Maryam Quadri,4.0,3.0,-1.0,1,1603869,U2Nob29sLTQ4MQ==,Kennesaw State University
Kathryn,Kruszka,Kathryn Kruszka,3.4,3.5,-1.0,4,1603961,U2Nob29sLTQ4MQ==,Kennesaw State University
Brian,Brooks,Brian Brooks,4.0,2.0,-1.0,1,1605491,U2Nob29sLTQ4MQ==,Kennesaw State University
Calvin,Skinner,Calvin Skinner,4.4,1.8,66.6667,14,1608752,U2Nob29sLTQ4MQ==,Kennesaw State University
Brent,Obleton,Brent Obleton,4.4,2.4,-1.0,5,1608977,U2Nob29sLTQ4MQ==,Kennesaw State University
Seungkeun,Choi,Seungkeun Choi,3.0,3.3,-1.0,3,1609737,U2Nob29sLTQ4MQ==,Kennesaw State University
Millicent,Wells,Millicent Wells,4.7,3.8,100.0,13,1610707,U2Nob29sLTQ4MQ==,Kennesaw State University
John,Marks,John Marks,3.1,3.0,71.4286,58,1611728,U2Nob29sLTQ4MQ==,Kennesaw State University
Sarah,Friedman,Sarah Friedman,3.9,3.0,-1.0,30,1613045,U2Nob29sLTQ4MQ==,Kennesaw State University
Donna,Merrell,Donna Merrell,4.8,1.3,-1.0,15,1614594,U2Nob29sLTQ4MQ==,Kennesaw State University
Brian,Pearce,Brian Pearce,2.2,2.3,-1.0,3,1616515,U2Nob29sLTQ4MQ==,Kennesaw State University
Kristen,Holden,Kristen Holden,4.1,1.7,-1.0,23,1616971,U2Nob29sLTQ4MQ==,Kennesaw State University
Susan,Mburu,Susan Mburu,2.3,2.9,-1.0,11,1618539,U2Nob29sLTQ4MQ==,Kennesaw State University
Frances,Ohanenye,Frances Ohanenye,4.3,1.9,-1.0,10,1618956,U2Nob29sLTQ4MQ==,Kennesaw State University
Laurence,Peterson,Laurence Peterson,1.4,3.9,-1.0,21,1619048,U2Nob29sLTQ4MQ==,Kennesaw State University
Chan,Ham,Chan Ham,4.0,2.2,-1.0,5,1619635,U2Nob29sLTQ4MQ==,Kennesaw State University
Michael,Pollard,Michael Pollard,2.8,3.8,-1.0,4,1619854,U2Nob29sLTQ4MQ==,Kennesaw State University
Martha,Fanning,Martha Fanning,2.1,3.2,-1.0,5,1620126,U2Nob29sLTQ4MQ==,Kennesaw State University
Sabrina,Petusevsky,Sabrina Petusevsky,5.0,1.8,-1.0,5,1620795,U2Nob29sLTQ4MQ==,Kennesaw State University
John M.,Krolak,John M. Krolak,3.3,2.7,50.0,76,1621439,U2Nob29sLTQ4MQ==,Kennesaw State University
Martha,Griffith,Martha Griffith,1.5,5.0,-1.0,3,1621444,U2Nob29sLTQ4MQ==,Kennesaw State University
Heidi,Scherer,Heidi Scherer,4.0,2.5,100.0,32,1621920,U2Nob29sLTQ4MQ==,Kennesaw State University
Devon,Stewart,Devon Stewart,3.1,3.7,-1.0,6,1622622,U2Nob29sLTQ4MQ==,Kennesaw State University
Debbie,Kohler,Debbie Kohler,1.8,4.3,22.2222,42,1624914,U2Nob29sLTQ4MQ==,Kennesaw State University
William,Simson,William Simson,0.0,0.0,-1.0,0,1627428,U2Nob29sLTQ4MQ==,Kennesaw State University
Raeda,Anderson,Raeda Anderson,4.8,2.4,100.0,21,1628760,U2Nob29sLTQ4MQ==,Kennesaw State University
Mark,Broome,Mark Broome,2.9,3.0,-1.0,4,1629673,U2Nob29sLTQ4MQ==,Kennesaw State University
Farouk,Assad,Farouk Assad,2.0,4.1,-1.0,22,1630081,U2Nob29sLTQ4MQ==,Kennesaw State University
Michelle,Lewis,Michelle Lewis,3.9,1.5,33.3333,10,1630738,U2Nob29sLTQ4MQ==,Kennesaw State University
Vineeta,Sharma,Vineeta Sharma,4.6,3.5,66.6667,8,1630790,U2Nob29sLTQ4MQ==,Kennesaw State University
Christopher,Pulley,Christopher Pulley,3.8,2.2,-1.0,6,1630925,U2Nob29sLTQ4MQ==,Kennesaw State University
Joanne L.,Jezequel,Joanne L. Jezequel,4.5,2.9,-1.0,13,1630947,U2Nob29sLTQ4MQ==,Kennesaw State University
Dewey,Wilson,Dewey Wilson,4.5,1.0,-1.0,2,1631340,U2Nob29sLTQ4MQ==,Kennesaw State University
Danielle,Sweat,Danielle Sweat,4.2,3.0,-1.0,5,1631771,U2Nob29sLTQ4MQ==,Kennesaw State University
Leeann,Elliott,Leeann Elliott,4.7,2.3,-1.0,15,1632021,U2Nob29sLTQ4MQ==,Kennesaw State University
Stephanie,Foote,Stephanie Foote,5.0,1.6,-1.0,7,1634213,U2Nob29sLTQ4MQ==,Kennesaw State University
Adam,Fristoe,Adam Fristoe,4.5,1.0,-1.0,1,1634392,U2Nob29sLTQ4MQ==,Kennesaw State University
Byron,Howell,Byron Howell,2.8,2.3,-1.0,4,1634493,U2Nob29sLTQ4MQ==,Kennesaw State University
Vernta,Bradley,Vernta Bradley,1.6,3.1,-1.0,8,1634504,U2Nob29sLTQ4MQ==,Kennesaw State University
Laurie,Strauss,Laurie Strauss,4.8,3.0,-1.0,15,1634735,U2Nob29sLTQ4MQ==,Kennesaw State University
Janet,Burr,Janet Burr,3.0,2.4,100.0,24,1634770,U2Nob29sLTQ4MQ==,Kennesaw State University
Michelle,Dean,Michelle Dean,2.9,3.5,-1.0,24,1635654,U2Nob29sLTQ4MQ==,Kennesaw State University
Michael,Mayne,Michael Mayne,4.5,2.2,-1.0,25,1635718,U2Nob29sLTQ4MQ==,Kennesaw State University
Tara,Bryant,Tara Bryant,4.8,1.3,-1.0,6,1636068,U2Nob29sLTQ4MQ==,Kennesaw State University
Kerri,Johnston,Kerri Johnston,4.5,1.4,-1.0,14,1636087,U2Nob29sLTQ4MQ==,Kennesaw State University
Sean,Zearfoss,Sean Zearfoss,4.4,2.5,87.5,29,1636187,U2Nob29sLTQ4MQ==,Kennesaw State University
Wendy,Drought,Wendy Drought,4.6,1.9,-1.0,12,1636391,U2Nob29sLTQ4MQ==,Kennesaw State University
Wotsuna,Khamalwa,Wotsuna Khamalwa,2.0,4.0,-1.0,1,1636409,U2Nob29sLTQ4MQ==,Kennesaw State University
Adam,Warshowsky,Adam Warshowsky,4.2,1.3,-1.0,9,1636417,U2Nob29sLTQ4MQ==,Kennesaw State University
Hariett,Tresham,Hariett Tresham,3.3,4.7,-1.0,3,1636689,U2Nob29sLTQ4MQ==,Kennesaw State University
Michelle,Nichols,Michelle Nichols,4.9,2.0,-1.0,17,1636952,U2Nob29sLTQ4MQ==,Kennesaw State University
Carol,Holtz,Carol Holtz,5.0,4.0,-1.0,2,1638260,U2Nob29sLTQ4MQ==,Kennesaw State University
John,Shugart,John Shugart,3.2,3.3,-1.0,25,1638295,U2Nob29sLTQ4MQ==,Kennesaw State University
Saul,Amailla,Saul Amailla,2.3,4.4,0.0,5,1638858,U2Nob29sLTQ4MQ==,Kennesaw State University
Katherine,Morehouse,Katherine Morehouse,4.1,2.1,-1.0,19,1638985,U2Nob29sLTQ4MQ==,Kennesaw State University
Derryl,Bruxius,Derryl Bruxius,0.0,0.0,-1.0,0,1639053,U2Nob29sLTQ4MQ==,Kennesaw State University
Mark,Kovacs,Mark Kovacs,4.3,2.0,-1.0,3,1639142,U2Nob29sLTQ4MQ==,Kennesaw State University
Metin,Oguzmert,Metin Oguzmert,4.8,2.6,100.0,20,1639236,U2Nob29sLTQ4MQ==,Kennesaw State University
Jason,Ciejka,Jason Ciejka,4.8,1.7,-1.0,11,1639906,U2Nob29sLTQ4MQ==,Kennesaw State University
Karim,Ismaili,Karim Ismaili,3.8,2.7,-1.0,3,1639970,U2Nob29sLTQ4MQ==,Kennesaw State University
Lance,Brouther,Lance Brouther,0.0,0.0,-1.0,0,1640776,U2Nob29sLTQ4MQ==,Kennesaw State University
Richard L,Teter,Richard L Teter,4.5,2.0,-1.0,1,1640779,U2Nob29sLTQ4MQ==,Kennesaw State University
Patricia,Watson,Patricia Watson,1.1,4.3,-1.0,7,1640847,U2Nob29sLTQ4MQ==,Kennesaw State University
Ansley,Wood,Ansley Wood,3.5,1.7,-1.0,3,1641393,U2Nob29sLTQ4MQ==,Kennesaw State University
Eutopia,Johnson,Eutopia Johnson,3.5,2.6,75.0,10,1641859,U2Nob29sLTQ4MQ==,Kennesaw State University
Ashley,Sheldon,Ashley Sheldon,3.9,2.8,100.0,5,1642234,U2Nob29sLTQ4MQ==,Kennesaw State University
Mahmoud,Ghavi,Mahmoud Ghavi,4.9,2.6,100.0,14,1642595,U2Nob29sLTQ4MQ==,Kennesaw State University
Noelle,Thomas,Noelle Thomas,4.4,1.9,100.0,10,1642677,U2Nob29sLTQ4MQ==,Kennesaw State University
David,Garner,David Garner,1.5,2.0,-1.0,1,1643508,U2Nob29sLTQ4MQ==,Kennesaw State University
Matthew,Chapman,Matthew Chapman,5.0,1.0,-1.0,1,1643812,U2Nob29sLTQ4MQ==,Kennesaw State University
Rako,Morrissey,Rako Morrissey,3.8,2.0,-1.0,6,1643926,U2Nob29sLTQ4MQ==,Kennesaw State University
Maggie,Walsh,Maggie Walsh,4.1,2.0,-1.0,7,1644043,U2Nob29sLTQ4MQ==,Kennesaw State University
Ashley,Williams,Ashley Williams,4.0,1.9,-1.0,13,1644054,U2Nob29sLTQ4MQ==,Kennesaw State University
Mark,Gardner,Mark Gardner,4.5,2.7,-1.0,12,1644074,U2Nob29sLTQ4MQ==,Kennesaw State University
Joel,Smith,Joel Smith,4.4,1.6,-1.0,9,1644120,U2Nob29sLTQ4MQ==,Kennesaw State University
David,Sowisdral,David Sowisdral,4.6,1.4,-1.0,27,1644235,U2Nob29sLTQ4MQ==,Kennesaw State University
Mark,Mitchell,Mark Mitchell,3.3,3.2,66.6667,5,1644452,U2Nob29sLTQ4MQ==,Kennesaw State University
Sharell,Luckett,Sharell Luckett,4.1,2.4,-1.0,15,1645613,U2Nob29sLTQ4MQ==,Kennesaw State University
Matthew,Mitros,Matthew Mitros,3.4,2.4,-1.0,5,1646161,U2Nob29sLTQ4MQ==,Kennesaw State University
Samuel,Robinson,Samuel Robinson,2.7,3.7,0.0,6,1647327,U2Nob29sLTQ4MQ==,Kennesaw State University
Changnam,Lee,Changnam Lee,3.0,3.0,-1.0,4,1647922,U2Nob29sLTQ4MQ==,Kennesaw State University
Elizabeth,Henry,Elizabeth Henry,3.7,2.3,-1.0,3,1648953,U2Nob29sLTQ4MQ==,Kennesaw State University
Rob,Griffeth,Rob Griffeth,0.0,0.0,-1.0,0,1648955,U2Nob29sLTQ4MQ==,Kennesaw State University
Rob,Griffen,Rob Griffen,0.0,0.0,-1.0,0,1648957,U2Nob29sLTQ4MQ==,Kennesaw State University
Pamela,Henry,Pamela Henry,3.8,3.7,-1.0,11,1648995,U2Nob29sLTQ4MQ==,Kennesaw State University
Martin,Peters,Martin Peters,5.0,1.0,-1.0,1,1649665,U2Nob29sLTQ4MQ==,Kennesaw State University
Jan,Little,Jan Little,3.5,1.0,-1.0,1,1649798,U2Nob29sLTQ4MQ==,Kennesaw State University
Alessandro,Gasparini,Alessandro Gasparini,3.8,2.5,0.0,6,1650030,U2Nob29sLTQ4MQ==,Kennesaw State University
Thomas,Gray,Thomas Gray,4.9,4.8,-1.0,6,1650043,U2Nob29sLTQ4MQ==,Kennesaw State University
Erhan,Ilksoy,Erhan Ilksoy,4.0,3.3,100.0,3,1650871,U2Nob29sLTQ4MQ==,Kennesaw State University
Michael,Heard,Michael Heard,3.7,3.5,-1.0,10,1651357,U2Nob29sLTQ4MQ==,Kennesaw State University
Tracey M .,King,Tracey M . King,5.0,1.0,-1.0,1,1652523,U2Nob29sLTQ4MQ==,Kennesaw State University
Megan,Gehring,Megan Gehring,4.8,2.5,-1.0,8,1652954,U2Nob29sLTQ4MQ==,Kennesaw State University
Bernadette,Valchos,Bernadette Valchos,4.1,3.4,-1.0,12,1655858,U2Nob29sLTQ4MQ==,Kennesaw State University
Robert,Rockett,Robert Rockett,4.1,2.5,-1.0,4,1656024,U2Nob29sLTQ4MQ==,Kennesaw State University
Magdala,Jodesty-Jackson,Magdala Jodesty-Jackson,2.3,3.7,-1.0,3,1656370,U2Nob29sLTQ4MQ==,Kennesaw State University
Santhi,Prabahar,Santhi Prabahar,0.0,0.0,-1.0,0,1656385,U2Nob29sLTQ4MQ==,Kennesaw State University
Lee,Digiovanni,Lee Digiovanni,4.4,2.3,-1.0,4,1656978,U2Nob29sLTQ4MQ==,Kennesaw State University
Ellen,Best,Ellen Best,4.4,3.0,-1.0,13,1657492,U2Nob29sLTQ4MQ==,Kennesaw State University
Erin-Elizabeth,Durham,Erin-Elizabeth Durham,1.8,4.0,-1.0,4,1657498,U2Nob29sLTQ4MQ==,Kennesaw State University
Joshua,Robinson,Joshua Robinson,3.3,4.2,-1.0,5,1657732,U2Nob29sLTQ4MQ==,Kennesaw State University
Etienne,Jackson,Etienne Jackson,1.5,5.0,-1.0,1,1659144,U2Nob29sLTQ4MQ==,Kennesaw State University
Sharlene,Webb,Sharlene Webb,3.3,1.0,-1.0,2,1659716,U2Nob29sLTQ4MQ==,Kennesaw State University
Teresa,Dize,Teresa Dize,4.6,1.6,100.0,15,1660852,U2Nob29sLTQ4MQ==,Kennesaw State University
Michael,Burke,Michael Burke,2.8,2.6,-1.0,5,1661129,U2Nob29sLTQ4MQ==,Kennesaw State University
Hong,Zhao,Hong Zhao,3.3,4.0,-1.0,2,1661154,U2Nob29sLTQ4MQ==,Kennesaw State University
Katherine,Farley,Katherine Farley,5.0,1.0,-1.0,1,1662683,U2Nob29sLTQ4MQ==,Kennesaw State University
Marcia,Drumhiller,Marcia Drumhiller,5.0,1.0,-1.0,1,1664354,U2Nob29sLTQ4MQ==,Kennesaw State University
Caitlin,Martinez,Caitlin Martinez,4.6,2.0,-1.0,9,1668106,U2Nob29sLTQ4MQ==,Kennesaw State University
Jane,Goldner,Jane Goldner,4.0,2.0,-1.0,1,1669573,U2Nob29sLTQ4MQ==,Kennesaw State University
Tom,Nelson,Tom Nelson,4.9,3.2,-1.0,5,1670224,U2Nob29sLTQ4MQ==,Kennesaw State University
Joseph,Quimby,Joseph Quimby,4.5,2.0,-1.0,1,1673130,U2Nob29sLTQ4MQ==,Kennesaw State University
Andrew,Knowles,Andrew Knowles,5.0,4.0,-1.0,1,1673849,U2Nob29sLTQ4MQ==,Kennesaw State University
Sandra,Rhoades,Sandra Rhoades,3.2,3.0,-1.0,3,1675263,U2Nob29sLTQ4MQ==,Kennesaw State University
James,Wermet,James Wermet,5.0,1.0,-1.0,2,1679057,U2Nob29sLTQ4MQ==,Kennesaw State University
Kathy,Annis,Kathy Annis,0.0,0.0,-1.0,0,1679436,U2Nob29sLTQ4MQ==,Kennesaw State University
Josip,Derado,Josip Derado,3.0,3.5,48.1481,107,1679596,U2Nob29sLTQ4MQ==,Kennesaw State University
Latonya,Askew,Latonya Askew,2.5,2.3,-1.0,22,1679693,U2Nob29sLTQ4MQ==,Kennesaw State University
Vanessa,Robinson-Dooley,Vanessa Robinson-Dooley,4.5,2.1,100.0,15,1680807,U2Nob29sLTQ4MQ==,Kennesaw State University
Stephen,Flain,Stephen Flain,0.0,0.0,-1.0,0,1681701,U2Nob29sLTQ4MQ==,Kennesaw State University
Beau,Giovanni,Beau Giovanni,3.2,1.7,-1.0,3,1682148,U2Nob29sLTQ4MQ==,Kennesaw State University
Elizabeth,Lilly,Elizabeth Lilly,5.0,2.0,-1.0,1,1682301,U2Nob29sLTQ4MQ==,Kennesaw State University
Shauni,Curry,Shauni Curry,4.0,2.0,-1.0,1,1682471,U2Nob29sLTQ4MQ==,Kennesaw State University
Jason,Mohring,Jason Mohring,5.0,1.0,-1.0,3,1682861,U2Nob29sLTQ4MQ==,Kennesaw State University
Brandie Martinez,Bedard,Brandie Martinez Bedard,3.2,4.5,-1.0,14,1682995,U2Nob29sLTQ4MQ==,Kennesaw State University
Latrina,Thompson,Latrina Thompson,0.0,0.0,-1.0,0,1683443,U2Nob29sLTQ4MQ==,Kennesaw State University
Stephen R,Faim,Stephen R Faim,0.0,0.0,-1.0,0,1683726,U2Nob29sLTQ4MQ==,Kennesaw State University
Robert W,Myers,Robert W Myers,3.5,2.0,-1.0,1,1683801,U2Nob29sLTQ4MQ==,Kennesaw State University
Bradley,Barney,Bradley Barney,3.8,3.3,100.0,11,1684132,U2Nob29sLTQ4MQ==,Kennesaw State University
Efosa,Idemudia,Efosa Idemudia,3.3,2.8,-1.0,38,1686439,U2Nob29sLTQ4MQ==,Kennesaw State University
Tobias,Mendelson,Tobias Mendelson,3.3,2.9,100.0,25,1686672,U2Nob29sLTQ4MQ==,Kennesaw State University
Shayla,Miller,Shayla Miller,4.7,2.3,-1.0,3,1687039,U2Nob29sLTQ4MQ==,Kennesaw State University
Mallika,Bandyopadhyay,Mallika Bandyopadhyay,3.0,1.5,-1.0,2,1691235,U2Nob29sLTQ4MQ==,Kennesaw State University
Philippe,Jayat,Philippe Jayat,3.8,2.0,-1.0,5,1691486,U2Nob29sLTQ4MQ==,Kennesaw State University
Joe,Tsambiras,Joe Tsambiras,4.4,2.1,-1.0,7,1692626,U2Nob29sLTQ4MQ==,Kennesaw State University
Charles,Parrott,Charles Parrott,4.3,2.3,66.6667,4,1692857,U2Nob29sLTQ4MQ==,Kennesaw State University
Mohamed,Benzidan,Mohamed Benzidan,1.3,4.7,-1.0,3,1697207,U2Nob29sLTQ4MQ==,Kennesaw State University
Elaine,Porcello,Elaine Porcello,2.8,4.0,-1.0,14,1699570,U2Nob29sLTQ4MQ==,Kennesaw State University
Antonio,Golubski,Antonio Golubski,4.4,2.5,-1.0,4,1699783,U2Nob29sLTQ4MQ==,Kennesaw State University
Juanne,Green,Juanne Green,4.5,3.0,-1.0,1,1700230,U2Nob29sLTQ4MQ==,Kennesaw State University
Victor,Marshal,Victor Marshal,4.2,2.7,-1.0,3,1701205,U2Nob29sLTQ4MQ==,Kennesaw State University
Ryan,Rish,Ryan Rish,4.5,1.9,-1.0,7,1701215,U2Nob29sLTQ4MQ==,Kennesaw State University
Charlease,Kelly-Jackson,Charlease Kelly-Jackson,4.2,3.2,50.0,5,1701456,U2Nob29sLTQ4MQ==,Kennesaw State University
Aleksandra,Starcevic,Aleksandra Starcevic,5.0,1.5,-1.0,10,1703843,U2Nob29sLTQ4MQ==,Kennesaw State University
David Blaine,Schreiner,David Blaine Schreiner,4.0,1.8,-1.0,12,1704820,U2Nob29sLTQ4MQ==,Kennesaw State University
Judy,Hold,Judy Hold,3.3,2.9,100.0,7,1705817,U2Nob29sLTQ4MQ==,Kennesaw State University
Damien,Williams,Damien Williams,3.4,3.0,100.0,24,1707067,U2Nob29sLTQ4MQ==,Kennesaw State University
Dorothy,Brawley,Dorothy Brawley,3.3,3.0,0.0,2,1707445,U2Nob29sLTQ4MQ==,Kennesaw State University
Fred,Chiou,Fred Chiou,4.9,1.6,-1.0,12,1710308,U2Nob29sLTQ4MQ==,Kennesaw State University
David,Brody,David Brody,4.5,1.0,-1.0,2,1710941,U2Nob29sLTQ4MQ==,Kennesaw State University
Anthony Michael,Zimmermann,Anthony Michael Zimmermann,3.4,2.9,-1.0,21,1712383,U2Nob29sLTQ4MQ==,Kennesaw State University
Litha,Darshanon,Litha Darshanon,1.0,5.0,-1.0,2,1713131,U2Nob29sLTQ4MQ==,Kennesaw State University
Sridhar,Ramamoorti,Sridhar Ramamoorti,4.3,2.2,100.0,25,1713573,U2Nob29sLTQ4MQ==,Kennesaw State University
Colleen,Phillips,Colleen Phillips,0.0,0.0,-1.0,0,1714430,U2Nob29sLTQ4MQ==,Kennesaw State University
Debasis,Dawn,Debasis Dawn,0.0,0.0,-1.0,0,1714629,U2Nob29sLTQ4MQ==,Kennesaw State University
Adeyinka,Omotunde,Adeyinka Omotunde,5.0,1.0,-1.0,2,1715257,U2Nob29sLTQ4MQ==,Kennesaw State University
Shandra,McDonald-Bradford,Shandra McDonald-Bradford,3.3,1.7,100.0,4,1715771,U2Nob29sLTQ4MQ==,Kennesaw State University
Michael,Sauer,Michael Sauer,0.0,0.0,-1.0,0,1716934,U2Nob29sLTQ4MQ==,Kennesaw State University
Kathryn,Scarborough,Kathryn Scarborough,4.7,1.7,-1.0,9,1717004,U2Nob29sLTQ4MQ==,Kennesaw State University
Mazida,Khan,Mazida Khan,4.3,2.3,-1.0,10,1717377,U2Nob29sLTQ4MQ==,Kennesaw State University
Deborah,Chester,Deborah Chester,4.3,2.5,-1.0,4,1717387,U2Nob29sLTQ4MQ==,Kennesaw State University
Omar,Sims,Omar Sims,4.3,2.5,-1.0,2,1718143,U2Nob29sLTQ4MQ==,Kennesaw State University
Reginaldo,Braga,Reginaldo Braga,4.9,2.5,-1.0,4,1718228,U2Nob29sLTQ4MQ==,Kennesaw State University
Edith,Riehm,Edith Riehm,3.7,3.9,-1.0,9,1719314,U2Nob29sLTQ4MQ==,Kennesaw State University
Alice,Pate,Alice Pate,1.3,5.0,0.0,13,1720257,U2Nob29sLTQ4MQ==,Kennesaw State University
Rian,Satterwhite,Rian Satterwhite,4.5,3.0,-1.0,2,1720392,U2Nob29sLTQ4MQ==,Kennesaw State University
Amanda,Cusick,Amanda Cusick,3.0,1.2,-1.0,13,1720686,U2Nob29sLTQ4MQ==,Kennesaw State University
Connalie,Danielson,Connalie Danielson,2.0,3.0,-1.0,1,1720716,U2Nob29sLTQ4MQ==,Kennesaw State University
Robert,Smith,Robert Smith,3.9,2.7,-1.0,6,1721678,U2Nob29sLTQ4MQ==,Kennesaw State University
Bukola,Shorunke,Bukola Shorunke,3.8,3.0,-1.0,8,1721812,U2Nob29sLTQ4MQ==,Kennesaw State University
Gouranga,Banik,Gouranga Banik,1.0,3.0,-1.0,1,1722526,U2Nob29sLTQ4MQ==,Kennesaw State University
Ann,Gilette,Ann Gilette,0.0,0.0,-1.0,0,1725851,U2Nob29sLTQ4MQ==,Kennesaw State University
David,Darko-Mensah,David Darko-Mensah,5.0,4.0,-1.0,1,1726292,U2Nob29sLTQ4MQ==,Kennesaw State University
Piper,Riggins,Piper Riggins,0.0,0.0,-1.0,0,1726950,U2Nob29sLTQ4MQ==,Kennesaw State University
Brent,Aslup,Brent Aslup,0.0,0.0,-1.0,0,1728333,U2Nob29sLTQ4MQ==,Kennesaw State University
Hilma,Orman,Hilma Orman,1.5,4.0,-1.0,1,1728848,U2Nob29sLTQ4MQ==,Kennesaw State University
Charner,Rodgers,Charner Rodgers,5.0,2.7,100.0,7,1729093,U2Nob29sLTQ4MQ==,Kennesaw State University
Bill,Diong,Bill Diong,3.5,3.5,66.6667,11,1730208,U2Nob29sLTQ4MQ==,Kennesaw State University
Edwards,Allan,Edwards Allan,2.5,3.0,-1.0,1,1730943,U2Nob29sLTQ4MQ==,Kennesaw State University
Hinnouho,Agossou,Hinnouho Agossou,2.8,1.8,-1.0,4,1731987,U2Nob29sLTQ4MQ==,Kennesaw State University
Gregory,Meyjes,Gregory Meyjes,2.3,3.9,-1.0,7,1734693,U2Nob29sLTQ4MQ==,Kennesaw State University
James,McDonald,James McDonald,4.0,2.6,88.8889,17,1735072,U2Nob29sLTQ4MQ==,Kennesaw State University
Justin,Chesarek,Justin Chesarek,4.5,2.0,-1.0,1,1735372,U2Nob29sLTQ4MQ==,Kennesaw State University
Jennifer,Weber,Jennifer Weber,4.5,3.0,-1.0,1,1735538,U2Nob29sLTQ4MQ==,Kennesaw State University
Mattord,Herbert,Mattord Herbert,3.0,3.0,-1.0,1,1735707,U2Nob29sLTQ4MQ==,Kennesaw State University
Roy P,Abhra,Roy P Abhra,3.0,3.0,-1.0,5,1736051,U2Nob29sLTQ4MQ==,Kennesaw State University
Vanda,Wagner,Vanda Wagner,3.5,3.0,100.0,4,1738242,U2Nob29sLTQ4MQ==,Kennesaw State University
Woong,Lim,Woong Lim,4.3,2.0,-1.0,5,1740698,U2Nob29sLTQ4MQ==,Kennesaw State University
John,Como,John Como,3.2,3.3,-1.0,19,1741285,U2Nob29sLTQ4MQ==,Kennesaw State University
Colleen,Dunne,Colleen Dunne,4.1,2.0,100.0,8,1741999,U2Nob29sLTQ4MQ==,Kennesaw State University
Johnson,Ping Hu,Johnson Ping Hu,3.5,4.0,-1.0,1,1742354,U2Nob29sLTQ4MQ==,Kennesaw State University
Matthew,Gort,Matthew Gort,2.3,3.5,-1.0,2,1742852,U2Nob29sLTQ4MQ==,Kennesaw State University
Debrasee,Chatterjee-Dawn,Debrasee Chatterjee-Dawn,1.8,3.3,0.0,8,1743824,U2Nob29sLTQ4MQ==,Kennesaw State University
David,Rogers,David Rogers,1.6,4.5,-1.0,26,1746577,U2Nob29sLTQ4MQ==,Kennesaw State University
Verhoeven,Penelope,Verhoeven Penelope,4.9,2.0,-1.0,5,1747554,U2Nob29sLTQ4MQ==,Kennesaw State University
Joan,Jones,Joan Jones,3.4,3.0,40.0,24,1747697,U2Nob29sLTQ4MQ==,Kennesaw State University
Matthew,Homan,Matthew Homan,3.7,3.3,-1.0,6,1747936,U2Nob29sLTQ4MQ==,Kennesaw State University
Glenda,Harkins,Glenda Harkins,2.0,1.0,-1.0,1,1749010,U2Nob29sLTQ4MQ==,Kennesaw State University
Carol,Hollingsworth,Carol Hollingsworth,2.6,3.5,28.5714,23,1749771,U2Nob29sLTQ4MQ==,Kennesaw State University
Christopher,Brown,Christopher Brown,4.9,2.4,100.0,10,1751261,U2Nob29sLTQ4MQ==,Kennesaw State University
Patricia,Ikegwuonu,Patricia Ikegwuonu,2.8,2.6,66.6667,53,1752001,U2Nob29sLTQ4MQ==,Kennesaw State University
Lynn,Price-Mcwhorter,Lynn Price-Mcwhorter,0.0,0.0,-1.0,0,1752199,U2Nob29sLTQ4MQ==,Kennesaw State University
Flor,Hidalgo,Flor Hidalgo,3.3,3.3,-1.0,6,1753201,U2Nob29sLTQ4MQ==,Kennesaw State University
Leslie,McClane,Leslie McClane,4.3,2.7,100.0,4,1753329,U2Nob29sLTQ4MQ==,Kennesaw State University
Eric,Tart,Eric Tart,3.0,3.5,-1.0,2,1754605,U2Nob29sLTQ4MQ==,Kennesaw State University
Maggie,Eberz,Maggie Eberz,5.0,1.0,-1.0,2,1755267,U2Nob29sLTQ4MQ==,Kennesaw State University
Caroline,Fallu,Caroline Fallu,4.8,1.8,100.0,15,1755304,U2Nob29sLTQ4MQ==,Kennesaw State University
